codigo,grupo,nombre,energykcal,energykj,water,prot,fat,chocdf,choavl,fib,fibtg,ash,ca,p,zn,fe,beta,retinol,vita,thia,ribf,nia,vitc,asct
A01,Cereales y derivados,"Achita, kiwicha o achis",343,1434,9.2,12.8,6.6,69.1,59.8,2.5,9.3,2.3,236,453,2.68,7.32,57,,0,0.09,0.18,1.58,1.3,
A02,Cereales y derivados,Arroz pilado o pulido cocido,115,480,72.2,2.4,0.1,25.2,25.2,0.1,,0.1,11,30,0.42,0.3,,,0,0,0,0.24,0,
A03,Cereales y derivados,Arroz blanco corriente,358,1500,13.4,7.8,0.7,77.6,77.6,0.4,,0.5,6,134,1.51,1.04,0,,,0.11,0.04,2.19,0.9,
A04,Cereales y derivados,Arroz con cáscara,325,1362,11.9,5.9,2,75.7,71.6,9.9,4.1,4.5,40,185,0.2,,,0,0,0.16,0.07,3.85,0,
A05,Cereales y derivados,Avena envasada,380,1592,6.1,13.7,4.7,71.3,71.3,0.5,,4.2,51,713,3.97,3.5,,0,0,0.55,0.12,1.5,0,
A06,Cereales y derivados,"Avena, hojuela cocida",54,224,87.1,1.3,0.5,10.9,10.9,0.2,,0.2,21,42,,0.5,,,,0,0.01,0.22,0,
A07,Cereales y derivados,"Avena, hojuela cruda",326,1364,8.8,13.3,4,72.2,61.6,1.7,10.6,1.7,49,407,3.97,4.1,,,0,0.15,0.09,1,0,
A08,Cereales y derivados,Cañihua amarilla,344,1439,12,14.3,5,62.8,62.8,9.4,,5.9,87,335,,10.8,,,,0.62,0.51,1.2,2.2,
A09,Cereales y derivados,Cañihua gris,343,1437,12.4,14,4.5,64,64,9.8,,5.1,110,375,,13,,,,0.47,0.65,1.13,1.1,
A10,Cereales y derivados,"Cañihua, hojuelas de",376,1572,8.1,17.6,8.3,60.7,60.7,10.2,,5.3,141,387,,12,,,,0.67,0.3,1.45,0,
A11,Cereales y derivados,Cañihua parda,343,1435,12.2,13.8,3.5,66.2,66.2,11,,4.3,171,496,,15,,,,0.57,0.75,1.56,0,
A12,Cereales y derivados,Cebada con cáscara,289,1210,9.7,8.4,2,77.5,60.2,7.3,17.3,2.4,61,320,2.78,4.58,313,2,1,0.24,0.08,7.86,0,
A13,Cereales y derivados,"Cebada, llunka de (morón americano)",252,1054,18.5,1.9,0.7,77.1,59.8,1.3,17.3,1.8,42,283,2.77,9.7,,0,1,0.25,0.18,2.25,2.1,
A14,Cereales y derivados,"Cebada, mashka o machica",306,1279,10,8.6,0.7,77.4,67.3,6.6,10.1,3.3,74,320,2,12.3,,0,0,0.12,0.25,8.7,1.9,
A15,Cereales y derivados,"Cebada para mote, pelada",328,1372,15.4,8.2,1.1,73.3,73.3,1.3,,2,47,202,,3.6,,0,,0.07,0.11,8.75,0,
A16,Cereales y derivados,"Cebada tostada, harina integral",282,1180,5.6,8.68,3.2,80.2,54.6,,25.4,2.5,,,,9.6,,,,,,,,
A17,Cereales y derivados,Cebada perlada o resbalada cocida,60,251,81,1,0.1,17.7,13.9,0.1,3.8,0.2,9,35,0.82,0.9,,,0,0,0.01,0.58,0,
A18,Cereales y derivados,Cebada perlada o resbalada cruda,281,1174,13.3,5.3,0.6,79.8,64.2,0.5,15.6,1,18,162,2.13,4,,,1,0.03,0.04,3.5,2,
A19,Cereales y derivados,Cebada tostada y molida (chaquepa),349,1460,9.9,7.7,0.8,79.7,79.7,5.3,,1.9,55,253,,7.1,,0,,0.12,0.18,9.6,0,
A20,Cereales y derivados,Chancay (bizcocho),355,1485,19.4,8.8,6.9,64.4,64.4,1.1,,0.5,47,108,,1,,0,,0.11,0.23,1.06,0,
A21,Cereales y derivados,Fideo crudo fortificado con hierro,337,1412,12.1,9.4,0.2,77.7,74.5,0.5,3.2,0.6,24,150,1.26,5.5,,0,0,0.13,0.13,1.5,0,
A22,Cereales y derivados,Fideo tallarín crudo fortificado con hierro,305,1274,20.4,9.5,0.1,69.6,66.4,1.1,3.2,0.4,40,137,1.26,5.5,,20,0,0.12,0.08,1,0,
A23,Cereales y derivados,Fideo tallarín sancochado fortiticado con hierro,90,378,75.5,3.1,0,21.3,19.5,0.4,1.8,0.1,25,25,0.5,1.35,,0,0,0.02,0.04,0.17,0,
A24,Cereales y derivados,Galleta de soda (salada),433,1810,4.8,10.1,14.7,68,65,0.7,3,2.4,38,134,0.83,1.5,,1,0,0.17,0.1,1.17,0,
A25,Cereales y derivados,Galleta de vainilla (dulce),434,1814,4.8,6,12.7,74.9,73.8,0.9,1.1,1.6,22,665,0.64,0.6,,0,0,0.04,0.04,0.5,0,
A26,Cereales y derivados,Maíz alazán,346,1449,13.7,8.2,3.7,72.7,72.7,2.2,,1.7,14,377,,0.7,,16,,0.32,0.22,2.15,2.5,
A27,Cereales y derivados,Maíz alazán (jora fresca),289,1210,28.1,5.4,2.8,62.3,62.3,0.5,,1.4,23,275,,,,4,,0.28,0.4,3.4,,
A28,Cereales y derivados,Maíz alazán (jora seca),347,1450,13.8,7,3.6,73.8,73.8,1.7,,1.8,38,346,,0.5,,6,,0.38,0.29,3.6,,
A29,Cereales y derivados,Maíz amarillo,355,1486,13.5,6.7,4.8,73.6,73.6,3.8,,1.4,6,267,1.51,1.92,352,2,0,0.29,0.06,2.17,0.7,
A30,Cereales y derivados,"Maíz, blanco crudo",341,1428,12.7,5.9,4,76.1,72.9,1.9,3.2,1.3,5,249,1.91,1.48,0,,0.5,0.25,0.05,2.26,2.6,
A31,Cereales y derivados,"Maíz, blanco tostado",389,1628,4.6,7.2,4.6,82.1,82.1,4.4,,1.5,6,270,,2.6,,,,0.01,0.01,0.54,0,
A32,Cereales y derivados,"Maíz, cancha tostada",339,1420,9.5,6.7,2.7,79.8,74.6,4.3,5.2,1.3,11,221,0.58,2.7,,2,2,0.15,0.34,2.73,9.8,
A33,Cereales y derivados,Maíz (chochoca),349,1462,13,5.2,2.5,78,78,3.4,,1.3,12,190,,1.5,,0,,0.33,0.11,2.85,0.7,
A34,Cereales y derivados,"Maíz, grano fresco (choclo)",115,482,67.3,3.3,0.8,27.8,25.1,1.5,2.7,0.8,8,113,0.45,0.8,,0,0,0.14,0.07,1.44,4.8,
A35,Cereales y derivados,"Maíz, germinado seco",314,1313,22,6.2,3.2,67,67,0.4,,1.6,22,285,,0.4,,4,,0.28,0.36,3.02,,
A36,Cereales y derivados,"Maíz, harina de",325,1358,11.9,8.7,6.5,71.2,61.6,3.9,9.6,1.7,64,454,1.73,2,,,0,0.45,0.13,2.25,1.2,
A37,Cereales y derivados,"Maíz, maicena",363,1517,8.3,0.26,0.1,91.3,90.4,0,0.9,0.1,2,13,0.06,,,,0.5,0,0,0,0,
A38,Cereales y derivados,"Maíz, morado sin coronta",355,1487,11.4,7.3,3.4,76.2,76.2,1.8,,1.7,12,328,,0.2,,8,,0.38,0.22,2.84,2.1,
A39,Cereales y derivados,"Maíz, mote de (sancochado)",103,431,74.5,2.6,1.3,21.1,21.1,1.4,,0.5,14,78,,1.2,,0,,0.03,0.09,0.54,0,
A40,Cereales y derivados,"Maíz, pachuco de",349,1459,13.4,7.3,3.9,73.5,73.5,1.7,,1.9,89,348,,3.7,,5,,0.41,0.31,2.87,3.9,
A41,Cereales y derivados,"Maíz, para mote pelado",349,1461,12.6,5.9,2.1,78.3,78.3,2.3,,1.1,47,187,,3.8,,0,,0.16,0.08,2.64,1.9,
A42,Cereales y derivados,"Maíz, para mote sin pelar",345,1445,12.8,5.7,1.5,78.7,78.7,3,,1.3,9,166,,4.4,,0,,0.26,0.14,2.63,2.1,
A43,Cereales y derivados,"Maíz, polenta cruda de",322,1349,13.3,8.3,1.2,74,72.4,1.2,1.6,3.2,70,58,0.41,2,,,0,0.09,0.06,4.45,0.9,
A44,Cereales y derivados,"Maíz, tocosh crudo",192,803,52.7,2.6,2.2,41.3,41.3,1.4,,1.2,11,44,,,,0,,0.02,0.2,1.25,0.8,
A45,Cereales y derivados,Pan de cebada (serrano),295,1236,24.4,7.2,0.2,66.2,66.2,2.6,,2,60,224,,6.5,,0,,0.3,0.23,6.35,,
A46,Cereales y derivados,Pan de labranza,328,1374,17.3,9.6,0.3,71.8,71.8,1.2,,1,40,107,,1.6,,0,,0.13,0.14,1.22,1,
A47,Cereales y derivados,Pan de molde,317,1326,20.8,6.8,2.5,69.2,66.8,,2.4,0.7,13,60,0.74,0.4,,,0,0.08,0.16,1.22,0,
A48,Cereales y derivados,Pan francés,277,1161,27,8.4,0.2,62.9,60.5,0.6,2.4,1.5,35,101,0.74,1,,0,0,0.11,0.16,1.14,1,
A49,Cereales y derivados,Pan francés fortificado con hierro,277,1161,27,8.4,0.2,62.9,60.5,0.6,2.4,1.5,35,101,0.74,3.14,,0,0,0.33,0.26,3.14,1,
A50,Cereales y derivados,"Quinua, afrecho de",338,1416,14.1,10.7,4.5,65.9,65.9,8.4,,4.8,573,342,,4,,0,,0.21,0.22,1,,
A51,Cereales y derivados,Quinua blanca (Junín),343,1436,11.8,12.2,6.2,67.2,61.3,5.7,5.9,2.6,85,155,3.3,4.2,,0,0,0.2,0.15,0.95,0,
A52,Cereales y derivados,Quinua blanca (Puno),346,1448,11.1,13.3,6.1,67.1,61.2,5.1,5.9,2.4,120,165,2.5,4.31,330,0,0,0.4,0.24,1.8,0,
A53,Cereales y derivados,Quinua cocida,86,359,79,2.8,1.3,16.3,16.3,0.7,,0.6,27,61,,1.6,,,,0.01,0,0.26,0,
A54,Cereales y derivados,Quinua,343,1434,11.5,13.6,5.8,66.6,60.7,1.9,5.9,2.5,56,242,3.3,7.5,,,0,0.48,0.03,1.4,0.5,
A55,Cereales y derivados,"Quinua dulce, blanca (Junín)",352,1474,11.1,11.1,7.7,67.4,61.5,6,5.9,2.7,93,355,3.3,4.3,,0,0,0.59,0.3,1.23,2.2,
A56,Cereales y derivados,"Quinua dulce, blanca (Puno)",340,1423,11.2,11.6,5.3,68.9,63,6.8,5.9,3,115,226,3.3,5.3,,0,0,0.73,0.21,1.09,1.1,
A57,Cereales y derivados,"Quinua dulce, rosada (Junín)",352,1471,11,12.3,7.2,67.1,61.2,7,5.9,2.4,80,344,3.3,4.3,,0,0,1,0.3,1.23,1.1,
A58,Cereales y derivados,"Quinua, harina de",341,1427,13.7,9.1,2.6,72.1,72.1,3.1,,2.5,181,61,,3.7,,0,,0.19,0.24,0.68,,
A59,Cereales y derivados,"Quinua, hojuelas de",374,1563,7,8.5,3.7,78.6,78.6,3.8,,2.2,114,60,,4.7,,0,,0.13,0.38,1.1,,
A60,Cereales y derivados,Quinua rosada (Puno),348,1454,10.2,12.5,6.4,67.6,61.7,3.1,5.9,3.3,124,205,3.3,5.2,,0,0,0.24,0.25,1.6,0,
A61,Cereales y derivados,"Quinua, sémola de",355,1485,12.6,19.5,10.7,53.8,47.9,8.3,5.9,3.4,76,,3.3,3.6,,0,0,0.21,0.25,1.84,0,
A62,Cereales y derivados,Sorgo,307,1283,12.2,8,4,72.8,66.5,7.5,6.3,3,50,370,,4.3,,0,0,0.25,0.23,3.85,0.9,
A63,Cereales y derivados,"Trigo, harina fortificada con hierro de",354,1480,10.8,10.5,2,76.3,73.6,1.5,2.7,0.4,36,108,0.7,5.5,,0,0,0.5,0.4,4.8,1.8,
A64,Cereales y derivados,"Trigo, llunka de",312,1307,16.1,9.1,1,71.8,71.8,2.9,,2,60,250,,1.6,,0,,0.33,0.26,1.95,2,
A65,Cereales y derivados,"Trigo, harina tostada de (machica)",347,1453,9,7.9,1.2,79.9,77.2,4.1,2.7,2,67,300,0.7,0.9,,0,0,0.1,0.48,2.11,2.7,
A66,Cereales y derivados,"Trigo, mote de (sancochado)",154,644,59,2.5,0.6,37,37,1.1,,0.9,38,118,,2.5,,0,,0.01,0.07,1.57,0.4,
A67,Cereales y derivados,Trigo para mote pelado cocido,69,289,82.9,1.9,0.1,14.7,14.7,0.2,,0.4,29,45,,0.4,,,,0,0,0.73,0,
A68,Cereales y derivados,Trigo para mote pelado crudo,355,1484,12.5,9.8,0.9,74.6,74.6,0.7,,2.2,80,274,,2.5,,,,0.18,0.23,4,0.9,
A69,Cereales y derivados,"Trigo, pelado",359,1503,12.6,8.4,1.4,76.1,76.1,2,,1.5,51,293,,4.6,,0,,0.22,0.15,3.85,,
A70,Cereales y derivados,Trigo resbalado cocido,90,379,77.9,2.8,0.3,18.6,18.6,0.3,,0.4,5,66,,0.5,,,,0.06,0.02,0.9,0.7,
A71,Cereales y derivados,Trigo resbalado crudo,357,1494,13.5,11.4,1.8,71.8,71.8,1.3,,1.5,17,299,,4.8,,,,0.3,0.17,5,4.5,
A72,Cereales y derivados,"Trigo, sémola de",335,1403,12.1,7.8,1.1,78.4,74.5,0.9,3.9,0.6,40,125,1.05,0.8,,0,0,0.14,0.08,1.21,0,
A73,Cereales y derivados,Trigo,303,1267,11.6,10.3,1.9,74.7,62.5,3,12.2,1.5,36,314,2.98,3.87,169,0,0,0.42,0.17,3.89,4.8,
B01,"Verduras, hortalizas, y derivados","Acelga, hojas de (sin tallo)",27,113,90.7,2.2,0.3,5.3,3.7,0.8,1.6,1.5,90,46,0.36,2.4,,176,306,0.04,0.26,0.56,14.1,
B02,"Verduras, hortalizas, y derivados","Acelga, tallos de",14,59,94.8,0.7,0.3,2.8,1.2,1.4,1.6,1.4,23,10,0.36,0.5,,9,306,0,0.03,0,4,
B03,"Verduras, hortalizas, y derivados",Ají amarillo fresco P.C.,39,163,88.9,0.9,0.7,8.8,8.8,2.4,,0.7,31,21,,0.9,,445,,0.06,0.58,1.25,60,
B04,"Verduras, hortalizas, y derivados",Ají amarillo molido fresco sin sal,52,218,60.2,1.9,1.7,9.2,9.2,4,,27,97,47,,3.5,,560,,0.18,0.21,1.3,16.2,
B05,"Verduras, hortalizas, y derivados",Ají amarillo seco,302,1264,16.6,7.3,6.3,64.8,36.1,23.2,28.7,5,124,166,1.02,8.2,,980,1324,0.12,1.48,4.15,6,
B06,"Verduras, hortalizas, y derivados",Ají panca P.C.,292,1222,20.2,7,7.8,58.5,29.8,22.4,28.7,6.5,142,209,1.02,4.9,,4412,1324,0.13,1.79,3.55,23,
B07,"Verduras, hortalizas, y derivados",Ají colorado no picante (molido con sal),48,201,69.8,1.9,1.3,9.2,7.7,3.3,1.5,17.8,175,35,0.26,5.6,,278,48,0.12,0.49,0.7,12,
B08,"Verduras, hortalizas, y derivados",Ají colorado molido,42,176,72.6,2.1,1,8,6.5,3,1.5,16.3,130,54,0.26,5,,213,48,0.09,0.44,0.8,19.2,
B09,"Verduras, hortalizas, y derivados",Ají de mesa P.C.,40,167,89.1,1.8,1.2,7.2,7.2,,,0.7,77,23,,1.3,,228,,0.17,0.6,0.95,104.4,
B10,"Verduras, hortalizas, y derivados",Ají de vaina P.C.,58,243,83.2,2.6,1.1,11.9,11.9,,,1.2,94,56,,1.7,,771,,0.22,0.47,2.65,12,
B11,"Verduras, hortalizas, y derivados",Ají dulce P.C.,26,109,92.4,0.7,0.4,6,4.3,1.4,1.7,0.5,10,43,0.13,3,,17,18,0.04,0.09,1.03,95,
B12,"Verduras, hortalizas, y derivados",Ají verde P.C.,57,238,82.9,2.5,0.8,12.4,12.4,2.9,,1.4,21,58,,1.3,,382,,,0.11,1.47,48.5,
B13,"Verduras, hortalizas, y derivados",Ajo sin cáscara,129,540,61.4,5.6,0.8,30.4,28.3,0.9,2.1,1.8,94,180,1.16,1.7,,0,0,0.14,0.07,0.42,9.1,
B14,"Verduras, hortalizas, y derivados",Albahaca sin tallo,43,180,86.7,2.9,1.2,7.3,3.4,1.5,3.9,1.9,325,38,0.85,5.3,,244,264,0.04,0.13,0.95,20,
B15,"Verduras, hortalizas, y derivados",Alcachofa P.C.,19,79,92.9,2.8,0.2,2.9,,1.4,5.4,1.2,42,51,0.49,1.1,,50,9,0.07,0.04,0.85,0,
B16,"Verduras, hortalizas, y derivados",Alfalfa brotes tiernos,29,121,91.1,4,0.7,3.8,1.3,3.1,2.5,0.4,32,70,0.92,5.4,,,8,0.08,0.13,0.48,8.2,
B17,"Verduras, hortalizas, y derivados",Apio sin hojas,21,88,93.4,0.7,0.2,4.8,3.2,1,1.6,0.9,70,28,0.13,1.5,,0,22,0.03,0.08,0.23,8.3,
B18,"Verduras, hortalizas, y derivados",Berenjena P.C.,37,155,89.7,1,0.8,7.9,4.5,1.7,3.4,0.6,20,30,0.16,0.3,,5,1,0.02,0.3,1.31,6.3,
B19,"Verduras, hortalizas, y derivados",Berenjena costeña o tomate de árbol,41,172,87.5,1.3,0.3,9.8,9.8,,,1.1,18,28,,0.2,,139,,0.1,0.04,,2.3,
B20,"Verduras, hortalizas, y derivados",Berro P.C.,33,138,89.3,3.4,0.8,5,4.5,1.5,0.5,1.5,234,66,0.11,6.5,,722,235,0.08,0.36,1.06,105.6,
B21,"Verduras, hortalizas, y derivados",Brócoli P.C.,40,167,87.3,4.9,0.9,5.7,3.1,1.6,2.6,1.2,93,86,0.41,1.2,,63,31,0.11,0.1,0.83,114,
B22,"Verduras, hortalizas, y derivados",Caigua P.C.,15,63,95,0.5,0.2,3.3,3.3,1.6,,1,34,43,,0.9,,9,,0.02,0.02,0.17,11.4,
B23,"Verduras, hortalizas, y derivados",Caigua serrana P.C.,20,84,93.5,1.5,0.1,4.1,4.1,,,0.8,32,32,,0.5,,33,,0.05,0.07,,6.9,
B24,"Verduras, hortalizas, y derivados",Calabaza china P.C.,23,96,93.1,0.7,0.1,5.8,2.9,0.4,2.9,0.3,29,15,0.61,0.1,,0,0,0.02,0.02,0.29,13,
B25,"Verduras, hortalizas, y derivados",Calabaza italiana P.C.,21,88,93.9,0.5,0.3,4.9,3.2,0.8,1.7,0.4,11,19,0.74,0.6,,3,3,0.03,0.04,0.28,10,
B26,"Verduras, hortalizas, y derivados",Cebolla blanca P.C.,32,134,91.2,0.9,0.1,7.4,6,0.4,1.4,0.4,100,33,0.16,0.2,,3,0,0.03,0.05,0.14,7.5,
B27,"Verduras, hortalizas, y derivados",Cebolla chilena P.C.,26,109,92.9,0.8,0.1,5.9,4.5,1.8,1.4,0.3,20,17,0.16,1,,0,0,0.02,0.04,0.12,3.7,
B28,"Verduras, hortalizas, y derivados",Cebollita china P.C.,39,163,88.7,2.3,0.4,7.5,7.5,1.3,,1.1,141,61,0.52,1.1,,0,58,0.02,0.01,0.4,10.5,
B29,"Verduras, hortalizas, y derivados",Cebolla de cabeza P.C.,49,205,86.3,1.4,0.2,11.3,9.9,0.8,1.4,0.8,20,35,0.16,1.2,,0,0,0.03,0.06,0.22,4.9,
B30,"Verduras, hortalizas, y derivados",Cebolla de cola P.C.,33,138,90.6,0.9,0.1,7.8,6.4,1.9,1.4,0.6,44,32,0.16,4.9,,29,0,0.04,0.09,0.2,7.2,
B31,"Verduras, hortalizas, y derivados",Col blanca P.C.,23,96,93.1,1.3,0.3,4.8,2.5,0.8,2.3,0.5,46,46,0.18,0.4,,1,9,0.01,0.03,0.18,31.4,
B32,"Verduras, hortalizas, y derivados","Col crespa o repollo, sin cogollo",24,100,92.4,1.5,0.3,4.9,2.6,1.2,2.3,0.9,70,69,0.18,0.4,,15,9,0.03,0.03,0.33,48.5,
B33,"Verduras, hortalizas, y derivados",Col china sin tallo,26,109,91,1.8,0.3,5.3,4.3,0.6,1,1.6,70,16,0.19,1.5,,0,0,0.01,0.16,0.66,21.6,
B34,"Verduras, hortalizas, y derivados",Col de “Bruselas” P.C.,58,243,81.3,4.6,0.4,12.3,8.5,1.9,3.8,1.4,109,11,0.42,1.8,,41,0,0.18,0.17,1.1,82.5,
B35,"Verduras, hortalizas, y derivados","Col, hojas de P.C.",39,163,88.1,2.7,0.6,7.6,5.6,1.7,2,1,170,42,0.44,0.1,,51,769,0.09,0.06,1.43,96.3,
B36,"Verduras, hortalizas, y derivados",Col negra P.C.,27,113,91.7,1.7,0.4,5.5,1.9,1.2,3.6,0.7,24,10,0.13,0.2,,12,333,0.04,0.06,0.31,49.3,
B37,"Verduras, hortalizas, y derivados",Col silvestre P.C.,54,226,82.9,2.5,0.6,12.1,12.1,,,1.9,477,47,,1.1,,248,,0.05,0.06,,136,
B38,"Verduras, hortalizas, y derivados",Coliflor sin tallo y sin hojas,28,117,91.6,2.2,0.6,4.4,1.9,1.8,2.5,1.2,26,66,0.28,0.6,,3,1,0.05,0.07,0.49,75.3,
B39,"Verduras, hortalizas, y derivados",Culantro sin tallo,44,184,85.6,3.3,1.3,7,4.2,1.6,2.8,2.8,259,63,0.5,5.3,,,337,0.08,0.27,1.86,37.2,
B40,"Verduras, hortalizas, y derivados","Chiclayo, calabaza P.C.",22,92,93.2,0.6,0.1,5.6,3.9,0.5,1.7,0.5,13,25,0.74,0.2,,1,3,0.08,0.05,0.19,3.7,
B41,"Verduras, hortalizas, y derivados",Chonta P.C.,49,205,84.9,3.4,0.7,9.7,9.7,0.8,,1.3,138,109,,1.7,,,,0.02,0.12,0.72,3.2,
B42,"Verduras, hortalizas, y derivados",Escarola P.C.,18,75,93.6,1.2,0.2,3.8,0.7,1.1,3.1,1.2,85,76,0.79,2,,159,108,0.07,0.07,0.47,8.6,
B43,"Verduras, hortalizas, y derivados",Espárragos P.C.,23,96,92.3,2.2,0.2,4.6,2.5,1.6,2.1,0.7,35,35,0.54,1.2,,4,38,0.09,0.05,0.82,8,
B44,"Verduras, hortalizas, y derivados",Espinaca blanca P.C.,32,134,89.5,1.9,0.6,6.3,4.1,0.8,2.2,1.7,80,40,0.53,4.6,,190,469,0.08,0.25,0.65,16.4,
B45,"Verduras, hortalizas, y derivados",Espinaca negra sin tronco,32,134,90,2.8,0.9,4.9,2.7,1.5,2.2,1.4,234,45,0.53,4.3,,378,469,0.07,0.2,0.69,15.2,
B46,"Verduras, hortalizas, y derivados",Frijolito chino germinado,41,172,87.4,4.5,0.7,6.7,6.7,1.2,,0.7,22,261,,0.8,,1,,0.05,0.07,0.97,15.4,
B47,"Verduras, hortalizas, y derivados",Hierbabuena P.C.,33,138,86.7,3.1,1,7,,2.5,8,2.2,206,70,1.11,9.1,,,212,0.06,0.13,1,2,
B48,"Verduras, hortalizas, y derivados",Huacatay sin tallo,47,197,83.4,5,0.8,8.8,8.8,2.3,,2,412,79,,8.7,,426,,0.06,0.27,1.47,17.1,
B49,"Verduras, hortalizas, y derivados","Janchoy, hojas de",27,113,90.8,1.6,0.2,6,6,1,,1.4,113,55,,2.9,,276,,0.05,0.13,0.47,22.2,
B50,"Verduras, hortalizas, y derivados","Jetka, hojas de",66,276,78.1,7.3,1.7,9.5,9.5,2.8,,3.4,548,133,,8.4,,350,,0.3,0.16,2.72,0.7,
B51,"Verduras, hortalizas, y derivados","Kailán, hojas de",48,201,84.9,3.2,0.9,9.1,9.1,1.3,,1.9,581,46,,2.4,,102,,0.03,0.26,0.54,103.8,
B52,"Verduras, hortalizas, y derivados","Kailán, tallos de",24,100,92,1.2,0.3,5.2,5.2,1.4,,1.3,301,64,,3.1,,26,,0.01,0.09,0.94,57.6,
B53,"Verduras, hortalizas, y derivados",Lechuga americana P.C.,11,46,96.6,0.6,0.1,2.4,1.2,0.7,1.2,0.3,52,20,0.15,0.1,,6,25,0.02,0.06,0.13,1.5,
B54,"Verduras, hortalizas, y derivados",Lechuga larga P.C.,19,79,93.4,1.5,0.2,3.9,1.8,1,2.1,1,64,63,0.23,1.6,,120,290,0.06,0.08,0.52,14.5,
B55,"Verduras, hortalizas, y derivados",Lechuga redonda P.C.,12,50,95.7,1.3,0.2,2.1,0.8,0.8,1.3,0.7,47,49,0.18,1,,63,370,0.06,0.05,0.48,7.4,
B56,"Verduras, hortalizas, y derivados",Manchay P.C.,53,222,84.8,0.4,0.1,14.4,14.4,0.8,,0.3,44,16,,1.3,,238,,0.36,0.34,0.61,4,
B57,"Verduras, hortalizas, y derivados","Mastuerzo, hojas de",48,201,86.3,1.8,1.3,9.2,8.1,0.5,1.1,1.4,211,85,0.23,1.3,,,346,0.09,0.35,1.04,25.2,
B58,"Verduras, hortalizas, y derivados","Mostaza, hojas de P.C.",32,134,89,3.5,0.6,5.2,2.1,1.3,3.1,1.7,478,92,0.27,1.7,,,50,0.29,0.2,0.8,70,
B59,"Verduras, hortalizas, y derivados","Muña, seca",268,1121,16,3.2,2.8,66.3,66.3,9.4,,11.7,2237,269,,22.4,,306,,0.35,1.81,6.85,0,
B60,"Verduras, hortalizas, y derivados",Nabo P.C.,16,67,94.7,0.6,0.2,3.6,1.8,0.6,1.8,0.9,34,34,0.27,0.1,,0,0,0.01,0.04,0.23,21.1,
B61,"Verduras, hortalizas, y derivados","Nabo, hojas de",35,146,88.1,2.9,0.4,7,3.8,2.5,3.2,1.6,367,95,0.19,2.8,,309,579,0.12,0.38,2.4,49.2,
B62,"Verduras, hortalizas, y derivados",Orégano fresco,48,201,85.1,1.6,0.5,11.3,11.3,1.8,,1.5,312,46,,9.3,,,,0.08,0.3,0.65,10,
B63,"Verduras, hortalizas, y derivados","Pacchoy, hojas de",28,117,90.5,1.3,0.3,6.3,5.3,0.9,1,1.6,235,60,0.19,3,,178,223,0.05,0.1,0.73,50,
B64,"Verduras, hortalizas, y derivados","Pacchoy, tallos de",22,92,92,0.4,0.2,5.4,4.4,0.5,1,2,302,84,0.19,1.2,,0,223,0.01,0.05,0.53,12,
B65,"Verduras, hortalizas, y derivados",Paico,54,226,81.7,5,1.1,9.2,5.4,2.1,3.8,3,459,65,1.1,6.3,,674,3,0.11,0.42,1.12,34.7,
B66,"Verduras, hortalizas, y derivados",Pajuro P.C.,120,502,64.4,2.1,0.3,31.5,31.5,1.5,,1.7,25,105,,1.2,,0,,0.05,0.22,1.39,42,
B67,"Verduras, hortalizas, y derivados",Pepinillo sin cáscara,11,46,96.4,0.5,0.1,2.6,1.9,0.4,0.7,0.4,20,22,0.17,0.3,,1,4,0.03,0.04,0.09,12.6,
B68,"Verduras, hortalizas, y derivados",Perejil sin tallo,56,234,82,4.8,0.7,9.9,6.6,1.6,3.3,2.6,202,76,1.07,8.7,,452,421,0.07,0.32,2.87,95.8,
B69,"Verduras, hortalizas, y derivados",Pimiento P.C.,35,146,89.6,1.5,0.5,7.7,5.7,1.2,2,0.7,12,24,0.25,0.5,,125,157,0.05,0.11,1.58,108.3,
B70,"Verduras, hortalizas, y derivados",Pirca P.C.,42,176,86.2,4,0.6,7.6,7.6,1.7,,1.6,230,58,,6,,132,,0.13,0.31,0.82,17,
B71,"Verduras, hortalizas, y derivados",Poro sin hojas,40,167,87.8,2.7,0.8,7.6,5.8,1.3,1.8,1.1,78,50,0.12,0.7,,8,83,0.09,0.08,0.46,8.6,
B72,"Verduras, hortalizas, y derivados","Quinua, hojas de",50,209,81.4,4.7,0.6,9.5,9.5,1.8,,3.8,377,63,,1.5,,251,,0.06,0.95,1.2,11.1,
B73,"Verduras, hortalizas, y derivados",Rabanitos P.C.,14,59,95.1,0.8,0.1,2.9,1.3,0.7,1.6,1.1,36,29,0.28,1,,0,0,0.01,0.02,0.29,18.6,
B74,"Verduras, hortalizas, y derivados",Rabicol P.C.,22,92,92.8,2,0.2,4.2,4.2,2.2,,0.8,41,41,,0.3,,1,,0.01,0.04,0.43,94.1,
B75,"Verduras, hortalizas, y derivados",Radicheta o achicoria P.C.,31,130,90,1.9,0.5,6.2,2.2,1.4,4,1.4,273,34,0.42,,,158,286,0.07,0.14,0.51,9,
B76,"Verduras, hortalizas, y derivados",Rocoto fresco P.C.,36,151,89.5,1.2,0.5,8.2,8.2,1.5,,0.6,6,22,,0.5,,35,,0.01,0.14,1.15,14.9,
B77,"Verduras, hortalizas, y derivados",Ruda,82,343,75.4,4.1,1.7,16.1,16.1,2.5,,2.7,552,72,,7.7,,879,,,0.76,1.62,112,
